SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,LC1,LC1gp,LC2,LC2gp,LC3,LC3gp,LC4,LC4gp,LC5,LC5gp,LC6,LC6gp,LC7,LC7gp,LC8,LC8gp,LC9,LC9gp,LC10,LC10gp,LCunknown,LCvote,WhyCandidateA,WhyCandidateB,SupportAny,FollowForum,Campaign_b,Campaign_c,Campaign_d,Campaign_e,Campaign_f,Campaign_g,CampaignEffect_a,CampaignEffect_agp,CampaignEffect_b,CampaignEffect_bgp,CampaignEffect_c,CampaignEffect_cgp,CampaignEffect_d,CampaignEffect_dgp,CampaignEffect_e,CampaignEffect_egp,CampaignEffect_f,CampaignEffect_fgp,CampaignEffect_g,CampaignEffect_ggp,AffectWillVote_a,AffectWillVote_b,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2021R6_000669,20211214,1.0112289,1,0,1,1,1,3,3,1,8885,2,2,17,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,4,1,1,1,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,1,1,,2,1,1,5,1,4,2,2
LC2021R6_000670,20211214,0.5851474,1,50,3,1,1,2,1,2,,,3,13,,1,,6,,,,,,,,,,,8888,8888,,,,,,,,,,8888,,,2,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,4,1,4,2,2
LC2021R6_000671,20211214,0.6364498,1,0,1,1,1,2,1,1,8885,2,2,10,,,,7,,,,,,,,,,,,,8888,8888,,,,,,,,8888,,,2,2,1,1,2,1,2,2,3,1,4,4,4,4,3,1,3,1,4,4,3,1,3,3,2,1,,,1,7,6,5,6,3,3,5,3,6,6,,1,1,,1,3,3,4,2,4,2,2
LC2021R6_000672,20211214,0.9374212,1,0,1,1,1,4,3,1,1,1,1,,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,6,5,5,6,3,3,3,2,1,1,,1,1,,1,3,3,1,2,3,1,2
LC2021R6_000673,20211214,0.5920284,1,50,3,1,1,8886,8886,1,8885,2,2,13,,1,,6,,,,,,,,,,,8888,8888,,,,,,,,,,8888,,,8888,4,2,2,2,2,2,2,8888,8888,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,57,4,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,1,-99,-99,4,2,3,1,2
LC2021R6_000674,20211214,0.9772795,1,70,4,1,1,1,1,1,8885,2,2,14,,,,9,,,,,,,,,,,,,,,,,1,1,,,,1,8888,8888,1,2,1,1,1,1,2,2,2,1,4,4,4,4,3,1,4,4,8889,8889,4,4,2,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,8886,8886,,1,3,3,5,2,2,1,-99
LC2021R6_000675,20211214,0.9645862,1,0,1,1,1,4,3,1,8886,2,2,14,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,2,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,40,4,2,6,5,5,6,3,3,3,2,6,6,,1,1,,2,3,3,5,2,3,1,2
LC2021R6_000676,20211214,0.5330566,1,50,3,1,1,8886,8886,2,,,3,15,,,,8,,,,,,,,,,,,,,,2,1,,,,,,1,1,3,1,4,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,,,1,7,6,5,6,3,3,2,2,5,5,,8886,8886,,1,3,3,5,3,4,2,2
LC2021R6_000677,20211214,0.5383443,1,90,4,1,1,1,1,1,3,1,1,,,,,3,,,,,8888,8888,,,,,,,,,,,,,,,,8888,,,1,1,2,2,1,2,2,2,2,1,4,4,4,4,8888,8888,4,4,4,4,4,4,2,2,2,2,50,4,2,7,6,5,6,3,3,5,3,6,6,,2,2,,1,3,3,2,2,3,1,2
LC2021R6_000678,20211214,1.3210565,1,100,5,1,1,1,1,1,5,1,1,,,,,5,,,,,,,,,-99,-99,,,,,,,,,,,,-99,,,8888,3,1,1,1,1,2,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,45,4,8881,6,5,5,6,3,3,1,1,5,5,,8886,8886,,2,1,1,2,3,5,3,1
LC2021R6_000679,20211214,0.4619260,1,70,4,1,1,8886,8886,1,8885,2,2,1,,,,2,,,8888,8888,,,,,,,,,,,,,,,,,,8888,,,1,3,2,2,1,2,2,2,8888,8888,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,1,,,1,7,6,5,6,3,3,2,2,6,6,,4,3,,1,3,3,1,2,5,3,2
LC2021R6_000680,20211214,0.4565571,1,50,3,1,1,1,1,1,8885,2,2,4,,,,2,,,-99,-99,,,,,,,,,,,,,,,,,,-99,,,1,3,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,1,3,5,3,2
LC2021R6_000681,20211214,0.8552444,1,100,5,1,2,1,1,1,8885,2,2,5,2,,,5,,,,,,,,,1,1,,,,,,,,,,,,1,1,3,1,2,1,1,1,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,2,2,5,3,2
LC2021R6_000682,20211214,1.5595805,1,50,3,1,1,1,1,1,8885,2,2,3,,,,1,8888,8888,,,,,,,,,,,,,,,,,,,,8888,,,8888,3,1,1,1,1,2,2,3,1,3,1,3,1,1,1,3,1,4,4,4,4,2,2,2,2,40,4,2,4,3,3,4,2,2,3,2,5,5,,1,1,,-99,-99,-99,1,2,4,2,-99
LC2021R6_000683,20211214,0.8961545,1,0,1,1,1,4,3,1,8885,2,2,4,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,1,2,3,1,2
LC2021R6_000684,20211214,1.2739217,1,0,1,1,1,8888,8888,1,1,1,1,,,,,1,4,1,,,,,,,,,,,,,,,,,,,,1,8888,1,2,4,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,,,1,5,4,4,5,3,2,5,3,6,6,,8886,8886,,1,3,3,1,2,3,1,1
LC2021R6_000685,20211214,1.1773731,1,0,1,1,1,8886,8886,1,1,1,1,,,,,1,8888,8888,,,,,,,,,,,,,,,,,,,,8888,,,8888,2,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,5,4,4,5,3,2,3,2,3,3,,1,1,,1,3,3,1,1,5,3,2
LC2021R6_000686,20211214,0.9772795,1,50,3,1,2,4,3,1,8885,2,2,14,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,3,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,50,4,2,6,5,5,6,3,3,2,2,6,6,,4,3,,2,1,1,5,2,5,3,2
LC2021R6_000687,20211214,0.7135157,1,60,4,1,1,1,1,2,,,3,1,,,,2,,,1,1,,,,,,,,,,,,,,,,,,1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,3,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,8888,8888,,1,3,3,1,2,3,1,-99
LC2021R6_000688,20211214,0.6068811,1,20,2,1,1,1,1,1,1,1,1,,,,,1,8886,8886,,,,,,,,,,,,,,,,,,,,8886,,,2,4,2,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,7,6,5,6,3,3,1,1,6,6,,1,1,,1,2,2,1,1,4,2,2
LC2021R6_000689,20211214,0.7863880,1,70,4,1,1,1,1,1,8885,2,2,8,,,,4,,,,,,,1,1,,,,,,,,,,,,,,1,1,8888,2,4,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,40,4,2,6,5,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,3,2,4,2,2
LC2021R6_000690,20211214,1.5248564,1,60,4,1,1,1,1,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,-99,-99,,-99,,,1,1,1,1,1,1,2,1,2,1,3,1,3,1,3,1,3,1,4,4,3,1,2,2,2,1,,,1,4,3,3,4,2,2,3,2,2,2,,4,3,,1,3,3,4,2,5,3,2
LC2021R6_000691,20211214,1.1511589,1,50,3,1,1,1,1,1,8885,2,2,11,,,,10,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,1,1,1,1,2,1,3,1,4,4,4,4,2,1,4,4,4,4,4,4,2,2,2,1,,,1,5,4,4,5,3,2,5,3,5,5,,4,3,,1,3,3,4,2,3,1,2
LC2021R6_000692,20211214,0.5998275,1,50,3,1,1,2,1,1,1,1,1,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,1,2,8888,1,3,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,,,1,7,6,5,6,3,3,3,2,6,6,,2,2,,1,2,2,1,3,4,2,2
LC2021R6_000693,20211214,0.4619260,1,40,2,1,1,1,1,1,8885,2,2,1,,,,2,,,3,1,,,,,,,,,,,,,,,,,,1,2,-99,1,2,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,7,6,5,6,3,3,5,3,1,1,,1,1,,1,3,3,1,2,2,1,1
LC2021R6_000694,20211214,1.9240887,1,10,2,1,2,2,1,2,,,3,6,,,,3,,,,,-99,-99,,,,,,,,,,,,,,,,-99,,,8888,2,1,1,1,1,2,1,4,4,3,1,4,4,4,4,3,1,4,4,4,4,2,1,2,1,,,1,2,1,1,2,1,1,5,3,4,4,,3,1,,-99,1,1,2,1,5,3,2
LC2021R6_000695,20211214,1.2492573,1,10,2,1,1,3,3,1,8885,2,2,10,,,,7,,,,,,,,,,,,,8886,8886,,,,,,,,8886,,,2,4,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,5,4,4,5,3,2,3,2,5,5,,4,3,,1,2,2,4,2,4,2,2
LC2021R6_000696,20211214,0.8524056,1,20,2,1,1,4,3,1,3,1,1,,,,,3,,,,,8886,8886,,,,,,,,,,,,,,,,8886,,,2,3,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,-99,50,4,-99,6,5,5,6,3,3,2,2,6,6,,1,1,,2,1,1,2,2,5,3,-99
LC2021R6_000697,20211214,0.6633015,1,70,4,1,2,8888,8888,1,8,1,1,,,,,8,,,,,,,,,,,,,,,8888,8888,,,,,,8888,,,8888,4,2,8888,1,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,-99,-99,,-99,-99,-99,-99,-99,-99,-99,4,3,-99,-99,,-99,-99,,1,2,2,5,2,3,1,2
LC2021R6_000698,20211214,0.5393250,1,50,3,1,1,1,1,1,8885,2,2,16,,,1,8,,,,,,,,,,,,,,,2,1,,,,,,1,1,1,1,4,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,70,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,1,3,3,5,2,4,2,2
LC2021R6_000699,20211214,0.5486967,1,0,1,1,1,1,1,1,8885,2,2,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,4,2,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,-99,2,3,1,2
LC2021R6_000700,20211214,1.6592076,1,0,1,1,1,3,3,1,5,1,1,,,,,5,,,,,,,,,8886,8886,,,,,,,,,,,,8886,,,2,3,2,1,1,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,5,4,4,5,3,2,4,3,6,6,,8888,8888,,1,2,2,2,1,4,2,1
LC2021R6_000701,20211214,0.5383443,1,50,3,1,1,1,1,1,8885,2,2,6,,,,3,,,,,1,1,,,,,,,,,,,,,,,,1,2,8888,1,4,2,1,1,2,2,2,4,4,4,4,4,4,4,4,8889,8889,8888,8888,8888,8888,2,8888,2,2,23,3,2,7,6,5,6,3,3,1,1,5,5,,8888,8888,,2,1,1,2,3,5,3,1
LC2021R6_000702,20211214,0.6172096,1,70,4,1,1,2,1,1,8885,2,2,17,,,,9,,,,,,,,,,,,,,,,,2,1,,,,1,1,3,1,3,1,2,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,8888,8888,2,2,2,2,69,5,2,7,6,5,6,3,3,2,2,5,5,,8886,8886,,1,2,2,5,2,5,3,-99
LC2021R6_000703,20211214,0.8961545,1,0,1,1,1,8886,8886,1,8885,2,2,1,,,,2,,,8888,8888,,,,,,,,,,,,,,,,,,8888,,,8888,4,1,1,1,1,2,1,2,1,3,1,1,1,4,4,4,4,4,4,4,4,2,3,2,2,30,3,2,5,4,4,5,3,2,2,2,5,5,,-99,-99,,1,3,3,1,2,5,3,2
LC2021R6_000704,20211214,0.6364498,1,60,4,1,1,2,1,1,7,1,1,,,,,7,,,,,,,,,,,,,2,1,,,,,,,,1,8888,2,2,1,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,24,3,2,7,6,5,6,3,3,1,1,5,5,,2,2,,2,1,1,5,3,2,1,1
LC2021R6_000705,20211214,1.0077442,1,50,3,1,2,8886,8886,1,8885,2,2,10,,,,7,,,,,,,,,,,,,8888,8888,,,,,,,,8888,,,2,3,1,1,1,2,2,2,4,4,8888,8888,4,4,4,4,-99,-99,4,4,4,4,2,2,1,1,,,1,6,5,5,6,3,3,3,2,3,3,,8881,8888,___,-99,4,3,4,2,5,3,2
LC2021R6_000706,20211214,0.9645862,1,0,1,1,1,4,3,1,8885,2,2,14,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,4,1,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,3,1,,1,3,3,5,2,4,2,1
LC2021R6_000707,20211214,1.2580979,1,30,2,1,2,8886,8886,1,8885,2,2,10,,,,7,,,,,,,,,,,,,8888,8888,,,,,,,,8888,,,1,3,1,1,2,2,2,2,2,1,2,1,2,1,4,4,4,4,4,4,4,4,2,2,1,1,,,1,1,1,1,1,1,1,5,3,4,4,,8886,8886,,1,3,3,4,1,3,1,2
LC2021R6_000708,20211214,0.5446750,1,50,3,1,1,1,1,1,3,1,1,,,,,3,,,,,2,1,,,,,,,,,,,,,,,,1,2,1,1,3,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,2,1,4,4,2,2,1,2,63,5,2,7,6,5,6,3,3,2,2,6,6,,2,2,,2,1,1,2,2,5,3,2
LC2021R6_000709,20211214,0.9772795,1,0,1,1,1,4,3,1,8885,2,2,14,,,,9,,,,,,,,,,,,,,,,,8886,8886,,,,8886,,,2,1,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,5,2,3,1,1
LC2021R6_000710,20211214,0.7135157,1,0,1,1,1,-99,-99,1,8885,2,2,4,,,,2,,,-99,-99,,,,,,,,,,,,,,,,,,-99,,,2,2,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,,,1,6,5,5,6,3,3,2,2,6,6,,1,1,,1,3,3,1,2,4,2,2
LC2021R6_000711,20211214,1.1511589,1,50,3,1,1,1,1,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,3,1,,1,1,3,1,2,2,1,1,1,2,2,4,4,4,4,4,4,3,1,3,1,4,4,4,4,2,2,2,1,,,1,5,4,4,5,3,2,2,2,5,5,,1,1,,1,1,1,4,2,5,3,2
LC2021R6_000712,20211214,0.7863880,1,50,3,1,1,1,1,1,4,1,1,,,,,4,,,,,,,-99,-99,,,,,,,,,,,,,,-99,,,-99,3,1,1,1,1,2,2,2,1,4,4,3,1,2,1,2,1,3,1,3,1,2,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,4,3,,1,3,3,3,2,3,1,2
LC2021R6_000713,20211214,0.7229051,1,50,3,1,1,1,1,1,8885,2,2,18,,,,2,,,1,1,,,,,,,,,,,,,,,,,,1,2,3,1,2,1,1,1,1,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,6,5,5,6,3,3,3,2,2,2,,8886,8886,,2,1,1,5,2,4,2,2
LC2021R6_000714,20211214,1.1347441,1,100,5,1,1,2,1,2,,,3,12,,,,6,,,,,,,,,,,8888,8888,,,,,,,,,,8888,,,2,3,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,2,1,,,1,3,2,2,3,2,2,4,3,2,2,,-99,-99,,2,3,3,4,2,-99,-99,2
LC2021R6_000715,20211214,0.9608693,2,0,1,1,1,4,3,2,,,3,13,,2,,10,,,,,,,,,,,,,,,,,,,8886,8886,,8886,,,2,3,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,,,1,3,2,2,3,2,2,4,3,2,2,,1,1,,1,2,2,4,2,5,3,2
LC2021R6_000716,20211214,0.8475463,2,50,3,1,1,2,1,1,8885,2,2,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,4,1,2,1,2,2,2,2,1,2,1,2,1,2,1,3,1,3,1,2,1,2,3,2,1,,,1,6,5,5,6,3,3,1,1,5,5,,8886,8886,,1,2,2,5,2,5,3,1
LC2021R6_000717,20211214,0.4966503,1,90,4,1,2,1,1,2,,,3,8,,,,4,,,,,,,3,1,,,,,,,,,,,,,,1,8888,8888,8888,4,2,1,8888,2,2,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,1,8888,2,2,25,3,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,3,3,8888,8888,2
LC2021R6_000718,20211214,0.5446750,1,60,4,1,1,1,1,1,3,1,1,,,,,3,,,,,8888,8888,,,,,,,,,,,,,,,,8888,,,1,2,2,1,1,1,2,2,2,1,3,1,3,1,2,1,2,1,4,4,4,4,2,2,1,2,63,5,2,7,6,5,6,3,3,4,3,6,6,,8886,8886,,2,1,1,2,2,3,1,2
LC2021R6_000719,20211214,0.5393250,2,30,2,1,2,2,1,1,8885,2,2,15,,,,8,,,,,,,,,,,,,,,2,1,,,,,,1,2,3,2,1,1,1,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,60,5,2,7,6,5,6,3,3,2,2,6,6,,2,2,,1,3,3,5,2,3,1,2
LC2021R6_000720,20211214,0.4966503,1,0,1,1,1,4,3,2,,,3,8,,,,4,,,,,,,8886,8886,,,,,,,,,,,,,,8886,,,2,4,2,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,3,2,5,3,2
LC2021R6_000721,20211214,0.4619260,1,80,4,1,1,2,1,1,2,1,1,,,,,2,,,1,1,,,,,,,,,,,,,,,,,,1,1,8888,1,4,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,50,4,2,7,6,5,6,3,3,3,2,6,6,,4,3,,1,2,2,-99,3,8888,8888,2
LC2021R6_000722,20211214,1.0644930,2,0,1,1,1,4,3,1,-99,-99,-99,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,8886,8886,,,2,4,1,1,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,,,1,5,4,4,5,3,2,4,3,5,5,,4,3,,2,3,3,3,2,3,1,2
LC2021R6_000723,20211214,0.8586994,1,90,4,1,1,1,1,1,8885,2,2,13,,8888,,-99,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,2,1,3,1,3,1,4,4,3,1,1,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,2,2,,1,3,3,4,2,3,1,2
LC2021R6_000724,20211214,0.8961545,2,0,1,1,1,8886,8886,1,2,1,1,,,,,2,,,8888,8888,,,,,,,,,,,,,,,,,,8888,,,2,3,2,2,2,2,2,2,3,1,4,4,3,1,3,1,4,4,4,4,4,4,2,2,2,1,,,1,5,4,4,5,3,2,4,3,1,1,,4,3,,1,3,3,-99,3,3,1,2
LC2021R6_000725,20211214,0.4619260,1,75,4,1,1,1,1,1,2,1,1,,,,,2,,,2,1,,,,,,,,,,,,,,,,,,1,1,3,2,3,2,2,1,1,2,1,1,1,4,4,4,4,3,1,3,1,4,4,4,4,2,2,1,2,40,4,2,7,6,5,6,3,3,5,3,6,6,,8886,8886,,2,1,1,-99,2,3,1,1
LC2021R6_000726,20211214,0.8552444,1,70,4,1,1,1,1,1,5,1,1,,,,,5,,,,,,,,,1,1,,,,,,,,,,,,1,1,3,1,2,2,1,1,1,1,2,4,4,3,1,4,4,4,4,4,4,4,4,4,4,2,2,1,2,84,5,2,7,6,5,6,3,3,3,2,6,6,,2,2,,2,1,1,3,3,4,2,2
LC2021R6_000727,20211214,1.1373134,2,0,1,1,1,8886,8886,1,10,1,1,,,,,10,,,,,,,,,,,,,,,,,,,8888,8888,,8888,,,2,3,1,2,8888,1,2,2,1,1,3,1,3,1,2,1,3,1,4,4,1,1,3,3,2,1,,,1,3,2,2,3,2,2,3,2,2,2,,8886,8886,,2,1,1,4,1,4,2,1
LC2021R6_000728,20211214,0.8853761,2,1,2,1,1,4,3,1,2,1,1,,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,3,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,1,3,3,-99,1,3,1,2
LC2021R6_000729,20211214,1.7952683,2,30,2,1,1,4,3,1,8885,2,2,9,,,,5,,,,,,,,,8886,8886,,,,,,,,,,,,8886,,,2,3,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,40,4,2,5,4,4,5,3,2,3,2,1,1,,4,3,,1,3,3,3,2,2,1,1
LC2021R6_000730,20211214,0.9165495,1,50,3,1,1,1,1,1,8885,2,2,13,,2,,10,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,2,2,2,2,64,5,2,6,5,5,6,3,3,2,2,3,3,,2,2,,2,1,1,4,1,5,3,2
LC2021R6_000731,20211214,1.2913149,2,60,4,1,2,8886,8886,2,,,3,7,,,,4,,,,,,,3,1,,,,,,,,,,,,,,1,2,1,8888,3,1,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,11,2,2,4,3,3,4,2,2,2,2,3,3,,8886,8886,,2,3,3,3,3,5,3,2
LC2021R6_000732,20211214,0.5920284,1,10,2,1,1,4,3,1,8885,2,2,13,,1,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,4,2,2,1,2,2,2,8889,8889,2,1,8888,8888,4,4,4,4,4,4,4,4,2,2,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,8886,8886,,2,1,1,4,2,3,1,2
LC2021R6_000733,20211214,0.8820170,2,45,2,1,1,2,1,1,3,1,1,,,,,3,,,,,8888,8888,,,,,,,,,,,,,,,,8888,,,1,3,2,2,2,1,2,2,2,1,4,4,4,4,3,1,3,1,8889,8889,8889,8889,2,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,2,4,3,2,1,3,1,2
LC2021R6_000734,20211214,1.3849363,2,0,1,1,1,2,1,1,8885,2,2,5,2,,,5,,,,,,,,,2,1,,,,,,,,,,,,1,1,8888,1,2,2,2,1,1,2,1,3,1,3,1,3,1,2,1,3,1,8889,8889,3,1,3,3,1,4,8888,8888,8881,3,2,2,3,2,2,3,2,3,3,,1,1,,2,1,1,2,2,5,3,2
LC2021R6_000735,20211214,0.8733536,2,0,1,1,1,3,3,1,8885,2,2,15,,,,8,,,,,,,,,,,,,,,8886,8886,,,,,,8886,,,2,3,2,1,1,2,2,2,3,1,3,1,3,1,3,1,4,4,4,4,4,4,3,3,1,1,,,1,3,2,2,3,2,2,4,3,1,1,,3,1,,1,3,3,5,2,5,3,1
LC2021R6_000736,20211214,2.1978316,1,8888,8888,1,1,1,1,1,8885,2,2,5,2,,,5,,,,,,,,,-99,-99,,,,,,,,,,,,-99,,,1,2,1,1,1,2,2,1,1,1,4,4,4,4,4,4,4,4,3,1,4,4,2,2,2,2,22,3,2,4,3,3,4,2,2,3,2,3,3,,8888,8888,,2,1,1,2,2,5,3,-99
LC2021R6_000737,20211214,0.4565571,1,70,4,1,1,4,3,2,,,3,4,,,,2,,,8886,8886,,,,,,,,,,,,,,,,,,8886,,,2,4,2,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8888,8888,2,2,70,5,2,7,6,5,6,3,3,1,1,6,6,,8888,8888,,1,3,3,1,2,3,1,-99
LC2021R6_000738,20211214,1.1347441,1,100,5,1,1,1,1,1,8885,2,2,12,,,,6,,,,,,,,,,,2,1,,,,,,,,,,1,2,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,4,4,1,1,1,1,2,8881,27,3,8881,3,2,2,3,2,2,4,3,2,2,,2,2,,2,1,1,4,2,2,1,1
LC2021R6_000739,20211214,1.1184733,2,0,1,1,1,4,3,2,,,3,-99,,,,-99,,,,,,,,,,,,,,,,,,,,,8886,8886,,,2,4,1,1,1,1,2,2,4,4,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,8886,8886,,1,3,3,5,2,3,1,2
LC2021R6_000740,20211214,0.4565571,1,50,3,1,1,2,1,2,,,3,4,,,,2,,,-99,-99,,,,,,,,,,,,,,,,,,-99,,,1,4,8888,1,1,2,2,2,8888,8888,3,1,-99,-99,-99,-99,3,1,4,4,3,1,2,8888,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,8888,8888,,1,2,2,1,1,3,1,1
LC2021R6_000741,20211214,0.9144789,2,0,1,1,1,3,3,1,8885,2,2,12,,,,6,,,,,,,,,,,8886,8886,,,,,,,,,,8886,,,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,4,1,4,2,2
LC2021R6_000742,20211214,0.6068811,2,0,1,1,1,8888,8888,1,8885,2,2,3,,,,1,-99,-99,,,,,,,,,,,,,,,,,,,,-99,,,2,2,1,1,2,1,2,1,4,4,4,4,4,4,4,4,4,4,8889,8889,4,4,3,3,1,2,63,5,2,7,6,5,6,3,3,3,2,6,6,,-99,-99,,1,3,3,1,2,4,2,2
