SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,SupportAny,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2021R4_000398,20211130,0.7262282,2,70,4,1,1,1,1,1,7,1,1,,,,,7,1,1,2,60,5,2,7,6,5,6,3,3,3,2,6,6,,2,2,,1,2,2,5,2,5,3,1
LC2021R4_000399,20211130,1.1949805,1,0,1,1,1,3,3,1,1,1,1,,,,,1,1,2,1,,,1,5,4,4,5,3,2,5,3,6,6,,1,1,,1,3,3,1,1,3,1,2
LC2021R4_000400,20211130,0.8650532,1,60,4,1,1,2,1,1,8885,2,2,4,,,,2,1,1,1,,,1,6,5,5,6,3,3,5,3,1,1,,8886,8886,,1,3,3,1,2,3,1,2
LC2021R4_000401,20211130,1.0226482,1,0,1,1,1,4,3,1,8886,2,2,17,,,,9,2,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,5,2,5,3,2
LC2021R4_000402,20211130,0.5976785,2,90,4,1,1,1,1,1,3,1,1,,,,,3,8888,1,1,,,1,6,5,5,6,3,3,1,1,3,3,,3,1,,1,2,2,2,2,4,2,2
LC2021R4_000403,20211130,0.8483303,1,0,1,1,1,4,3,2,,,3,15,,,,8,2,1,2,23,3,2,5,4,4,5,3,2,3,2,2,2,,1,1,,1,3,3,5,2,4,2,1
LC2021R4_000404,20211130,1.4536003,2,0,1,1,1,1,1,1,7,1,1,,,,,7,1,1,1,,,1,1,1,1,1,1,1,4,3,4,4,,4,3,,1,1,1,4,1,5,3,1
LC2021R4_000405,20211130,1.1467674,1,0,1,1,1,3,3,2,,,3,9,,,,5,2,2,2,67,5,2,7,6,5,6,3,3,1,1,6,6,,1,1,,2,1,1,3,3,5,3,1
LC2021R4_000406,20211130,0.9823235,2,0,1,1,1,4,3,2,,,3,-99,,,,-99,2,1,1,,,1,5,4,4,5,3,2,5,3,6,6,,1,1,,-99,-99,-99,-99,-99,3,1,2
LC2021R4_000407,20211130,0.8483303,1,0,1,1,1,4,3,2,,,3,15,,,,8,2,1,1,,,1,5,4,4,5,3,2,3,2,7,6,,3,1,,1,2,2,5,1,5,3,2
LC2021R4_000408,20211130,0.9375877,2,40,2,1,1,4,3,1,8885,2,2,14,,,,9,8888,1,1,,,1,6,5,5,6,3,3,4,3,2,2,,1,1,,2,3,3,5,2,3,1,2
LC2021R4_000409,20211130,1.1467674,2,50,3,1,1,1,1,1,5,1,1,,,,,5,1,2,1,,,1,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,2,1,4,2,1
LC2021R4_000410,20211130,0.6519015,2,0,1,1,1,4,3,1,3,1,1,,,,,3,2,1,1,,,1,5,4,4,5,3,2,2,2,3,3,,4,3,,2,1,1,2,1,5,3,2
LC2021R4_000411,20211130,0.6584251,1,50,3,1,1,1,1,1,8885,2,2,17,,,,9,1,1,2,40,4,2,7,6,5,6,3,3,2,2,6,6,,2,2,,2,1,1,5,2,5,3,1
LC2021R4_000412,20211201,2.1024107,2,10,2,1,1,2,1,2,,,3,13,,2,,10,2,2,1,,,1,2,1,1,2,1,1,4,3,1,1,,1,1,,1,3,3,4,1,3,1,2
LC2021R4_000413,20211201,0.9513958,1,40,2,1,1,8886,8886,1,8885,2,2,17,,,,9,8888,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,4,3,,1,3,3,5,2,3,1,2
LC2021R4_000414,20211201,0.4429289,1,50,3,1,1,1,1,1,8885,2,2,5,1,,,3,1,2,2,21,3,2,7,6,5,6,3,3,3,2,5,5,,2,2,,2,1,1,2,2,5,3,1
LC2021R4_000415,20211201,1.2277014,2,0,1,1,1,4,3,1,2,1,1,,,,,2,2,2,1,,,1,5,4,4,5,3,2,4,3,6,6,,8888,8888,,1,3,3,1,2,3,1,2
LC2021R4_000416,20211201,0.8543979,1,0,1,1,1,3,3,2,,,3,3,,,,1,2,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,4,3,,1,3,3,1,2,4,2,2
LC2021R4_000417,20211201,0.5348075,1,50,3,1,1,1,1,1,4,1,1,,,,,4,1,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,4,3,,2,3,3,3,2,1,1,2
LC2021R4_000418,20211201,0.6239895,2,50,3,1,1,1,1,1,1,1,1,,,,,1,1,2,1,,,1,7,6,5,6,3,3,3,2,6,6,,4,3,,1,3,3,1,3,3,1,2
LC2021R4_000419,20211201,1.1306434,2,50,3,1,1,4,3,1,8885,2,2,13,,1,,6,2,2,1,,,1,5,4,4,5,3,2,2,2,7,6,,3,1,,2,1,1,4,1,5,3,2
LC2021R4_000420,20211201,0.7966649,1,50,3,1,2,3,3,2,,,3,13,,1,,6,2,1,1,,,1,6,5,5,6,3,3,2,2,6,6,,8886,8886,,1,2,2,4,2,4,2,2
LC2021R4_000421,20211201,1.0493683,1,60,4,1,1,1,1,1,8885,2,2,10,,,,7,8888,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,8886,8886,,1,2,2,4,3,3,1,2
LC2021R4_000422,20211201,1.0428332,2,0,1,1,1,4,3,2,,,3,2,,,,1,2,1,1,,,1,4,3,3,4,2,2,3,2,3,3,,4,3,,2,3,3,1,1,3,1,2
LC2021R4_000423,20211201,1.1306434,2,60,4,1,1,2,1,1,6,1,1,,,,,6,1,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,4,3,,1,3,3,4,2,3,1,2
LC2021R4_000424,20211201,1.079711,2,0,1,1,1,1,1,1,-99,-99,-99,15,,,,8,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,-99,-99,,1,2,2,5,2,3,1,1
LC2021R4_000425,20211201,1.3396122,2,0,1,1,1,4,3,1,-99,-99,-99,-99,,,,-99,2,1,1,,,1,-99,-99,-99,-99,-99,-99,5,3,-99,-99,,8886,8886,,-99,-99,-99,-99,-99,5,3,1
LC2021R4_000426,20211201,0.6674314,1,80,4,1,1,1,1,1,8885,2,2,16,,,8888,-99,1,2,2,36,3,2,7,6,5,6,3,3,3,2,6,6,,2,2,,1,3,3,5,3,4,2,2
LC2021R4_000427,20211201,0.777769,1,40,2,1,1,8886,8886,1,8885,2,2,15,,,,8,1,1,8881,50,4,8881,6,5,5,6,3,3,5,3,1,1,,4,3,,1,3,3,5,2,2,1,2
LC2021R4_000428,20211201,0.5976785,1,80,4,1,1,1,1,1,3,1,1,,,,,3,1,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,4,3,,1,3,3,2,2,4,2,2
LC2021R4_000429,20211201,0.8401058,2,0,1,1,1,3,3,1,3,1,1,,,,,3,2,1,1,,,1,2,1,1,2,1,1,4,3,2,2,,1,1,,2,3,3,2,1,5,3,2
LC2021R4_000430,20211201,1.0572066,2,0,1,1,1,4,3,1,4,1,1,,,,,4,2,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,4,3,,1,2,2,3,2,5,3,2
LC2021R4_000431,20211201,0.8297065,1,0,1,1,1,3,3,1,3,1,1,,,,,3,2,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,3,1,,1,1,1,2,1,5,3,1
LC2021R4_000432,20211201,0.7402384,2,40,2,1,1,1,1,1,8885,2,2,6,,,,3,2,1,1,,,1,4,3,3,4,2,2,4,3,2,2,,4,3,,2,3,3,2,2,5,3,2
LC2021R4_000433,20211201,0.877793,1,45,2,1,1,8886,8886,1,8885,2,2,1,,,,2,1,2,1,,,1,6,5,5,6,3,3,5,3,5,5,,4,3,,1,3,3,1,2,3,1,2
LC2021R4_000434,20211201,1.3125955,2,0,1,1,1,3,3,2,,,3,16,,,1,8,2,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,1,3,3,5,1,3,1,2
LC2021R4_000435,20211201,0.4429289,2,80,4,1,1,1,1,2,,,3,6,,,,3,1,2,2,46,4,2,7,6,5,6,3,3,5,3,6,6,,8886,8886,,1,3,3,2,1,3,1,2
LC2021R4_000436,20211201,0.8401058,2,0,1,1,1,4,3,1,8885,2,2,6,,,,3,2,1,1,,,1,2,1,1,2,1,1,4,3,1,1,,1,1,,2,1,1,2,1,3,1,2
LC2021R4_000437,20211201,0.9632846,2,0,1,1,1,1,1,1,8885,2,2,15,,,,8,1,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,3,1,,2,3,3,5,2,3,1,1
LC2021R4_000438,20211201,0.8748463,1,0,1,1,1,3,3,2,,,3,13,,2,,10,2,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,-99,-99,,2,3,3,4,2,4,2,2
LC2021R4_000439,20211201,1.0086672,2,0,1,1,1,3,3,1,8885,2,2,6,,,,3,2,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,8886,8886,,2,3,3,2,1,4,2,2
LC2021R4_000440,20211201,1.0808189,1,50,3,1,1,8886,8886,1,4,1,1,,,,,4,8888,2,2,8888,8888,2,5,4,4,5,3,2,2,2,3,3,,4,3,,2,3,3,3,2,5,3,2
LC2021R4_000441,20211201,0.8044148,1,10,2,1,2,4,3,1,8885,2,2,6,,,,3,2,2,1,,,1,4,3,3,4,2,2,3,2,5,5,,1,1,,1,1,1,2,2,3,1,2
LC2021R4_000442,20211201,1.3178873,1,50,3,1,1,3,3,2,,,3,17,,,,9,8888,1,2,20,3,2,2,1,1,2,1,1,5,3,1,1,,4,3,,2,1,1,5,1,4,2,2
LC2021R4_000443,20211201,0.9823235,2,40,2,1,2,1,1,1,-99,-99,-99,-99,,,,-99,8888,1,2,40,4,2,5,4,4,5,3,2,5,3,1,1,,8886,8886,,1,3,3,4,2,2,1,2
LC2021R4_000444,20211201,1.6878088,1,50,3,1,1,1,1,1,8885,2,2,9,,,,5,2,1,1,,,1,5,4,4,5,3,2,2,2,3,3,,2,2,,2,3,3,3,2,4,2,2
LC2021R4_000445,20211201,1.6418483,2,10,2,1,2,4,3,1,10,1,1,,,,,10,2,2,2,29,3,2,3,2,2,3,2,2,5,3,2,2,,4,3,,1,3,3,5,2,3,1,1
LC2021R4_000446,20211201,1.1306434,1,0,1,1,1,8886,8886,1,8885,2,2,12,,,,6,8888,2,2,40,4,2,5,4,4,5,3,2,3,2,5,5,,3,1,,1,2,2,4,3,4,2,2
LC2021R4_000447,20211201,1.0250531,2,50,3,1,1,8886,8886,1,8885,2,2,16,,,1,8,8888,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,3,1,,1,3,3,5,2,4,2,2
LC2021R4_000448,20211201,0.6519015,1,60,4,1,1,1,1,1,3,1,1,,,,,3,2,1,2,40,4,2,5,4,4,5,3,2,3,2,6,6,,2,2,,2,1,1,2,2,3,1,2
LC2021R4_000449,20211201,1.0808189,2,0,1,1,1,4,3,2,,,3,7,,,,4,2,2,2,23,3,2,5,4,4,5,3,2,1,1,5,5,,1,1,,1,3,3,3,2,5,3,1
LC2021R4_000450,20211201,1.3306439,1,70,4,1,1,1,1,2,,,3,17,,,,9,8888,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,2,2,,2,1,1,5,2,3,1,1
LC2021R4_000451,20211201,0.5594615,1,90,4,1,1,1,1,1,8885,2,2,13,,1,,6,1,1,1,,,1,7,6,5,6,3,3,2,2,6,6,,2,2,,1,3,3,4,2,-99,-99,2
LC2021R4_000452,20211201,0.9513958,2,50,3,1,1,2,1,2,,,3,14,,,,9,2,2,2,60,5,2,6,5,5,6,3,3,1,1,5,5,,4,3,,2,3,3,5,2,3,1,2
LC2021R4_000453,20211201,0.6324623,1,191,191,1,1,2,1,1,8885,2,2,-99,,,,-99,8888,1,4,60,5,8881,7,6,5,6,3,3,3,2,6,6,,8886,8886,,1,3,3,5,2,8888,8888,2
LC2021R4_000454,20211201,0.8689405,2,0,1,1,1,4,3,1,8885,2,2,12,,,,6,2,1,1,,,1,5,4,4,5,3,2,4,3,1,1,,1,1,,2,3,3,4,2,3,1,1
LC2021R4_000455,20211201,0.5903943,1,90,4,1,1,1,1,1,8885,2,2,13,,1,,6,8888,2,5,38,3,8881,7,6,5,6,3,3,3,2,5,5,,4,3,,1,3,3,4,2,5,3,2
LC2021R4_000456,20211201,0.8306486,2,100,5,1,1,1,1,1,4,1,1,,,,,4,1,1,2,10,2,2,5,4,4,5,3,2,1,1,3,3,,2,2,,2,1,1,3,2,5,3,1
LC2021R4_000457,20211201,0.7877046,2,0,1,1,1,8886,8886,1,3,1,1,,,,,3,2,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,-99,-99,,1,3,3,2,2,3,1,1
LC2021R4_000458,20211201,1.1279582,1,50,3,1,1,1,1,1,8885,2,2,16,,,2,7,1,1,2,42,4,2,5,4,4,5,3,2,1,1,7,6,,2,2,,2,1,1,5,2,5,3,1
LC2021R4_000459,20211201,1.1612237,1,50,3,1,1,1,1,1,8885,2,2,14,,,,9,1,1,1,,,1,4,3,3,4,2,2,4,3,7,6,,8886,8886,,2,3,3,5,2,5,3,-99
LC2021R4_000460,20211201,0.8689405,1,10,2,1,1,3,3,1,6,1,1,,,,,6,2,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,4,2,3,1,2
LC2021R4_000461,20211201,0.6584251,1,0,1,1,1,1,1,1,9,1,1,,,,,9,1,1,2,55,4,2,7,6,5,6,3,3,1,1,6,6,,1,1,,1,3,3,5,2,5,3,2
LC2021R4_000462,20211201,1.5474224,2,0,1,1,1,4,3,2,,,3,9,,,,5,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,3,1,,2,3,3,3,3,3,1,2
LC2021R4_000463,20211201,0.4429289,1,8888,8888,1,1,8886,8886,1,3,1,1,,,,,3,8888,2,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,8888,8888,,2,1,1,4,3,4,2,-99
LC2021R4_000464,20211201,0.6410756,1,50,3,1,1,1,1,1,8885,2,2,1,,,,2,8888,2,2,45,4,2,7,6,5,6,3,3,2,2,5,5,,8886,8886,,2,3,3,1,2,4,2,2
LC2021R4_000465,20211201,1.4356069,2,80,4,1,1,1,1,1,8886,2,2,10,,,,7,1,1,2,15,2,2,3,2,2,3,2,2,5,3,1,1,,2,2,,2,1,1,4,2,3,1,1
LC2021R4_000466,20211201,0.9632846,1,50,3,1,1,1,1,1,8885,2,2,15,,,,8,1,1,1,,,1,4,3,3,4,2,2,3,2,1,1,,1,1,,1,3,3,5,1,8888,8888,-99
LC2021R4_000467,20211201,1.1949805,1,2,2,1,1,4,3,1,1,1,1,,,,,1,1,2,1,,,1,5,4,4,5,3,2,3,2,6,6,,8886,8886,,1,2,2,1,1,5,3,2
LC2021R4_000468,20211201,0.6074874,1,50,3,1,1,1,1,1,2,1,1,,,,,2,1,1,1,,,1,7,6,5,6,3,3,1,1,3,3,,2,2,,2,3,3,5,2,4,2,2
LC2021R4_000469,20211201,1.0467985,1,70,4,1,1,2,1,1,8885,2,2,15,,,,8,2,2,2,13,2,2,4,3,3,4,2,2,4,3,7,6,,4,3,,2,1,1,5,1,5,3,2
LC2021R4_000470,20211201,0.6410756,1,50,3,1,1,8888,8888,2,,,3,1,,,,2,8888,2,1,,,1,7,6,5,6,3,3,5,3,6,6,,4,3,,2,3,3,1,3,1,1,2
LC2021R4_000471,20211201,0.8483303,1,0,1,1,1,8886,8886,1,8885,2,2,15,,,,8,8888,1,2,8888,8888,2,5,4,4,5,3,2,3,2,7,6,,4,3,,1,-99,-99,5,2,4,2,-99
LC2021R4_000472,20211201,1.0713881,2,30,2,1,1,3,3,1,2,1,1,,,,,2,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,4,3,,1,3,3,1,2,2,1,2
LC2021R4_000473,20211201,1.5702117,2,50,3,1,1,1,1,1,8885,2,2,5,2,,,5,1,2,1,,,1,6,5,5,6,3,3,1,1,6,6,,1,1,,1,1,1,2,1,5,3,1
LC2021R4_000474,20211201,1.1332437,1,0,1,1,1,4,3,1,8885,2,2,3,,,,1,2,2,2,41,4,2,4,3,3,4,2,2,3,2,1,1,,1,1,,1,2,2,1,2,3,1,2
LC2021R4_000475,20211201,1.1097026,2,0,1,1,1,1,1,1,8885,2,2,2,,,,1,2,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,4,3,,1,3,3,1,2,5,3,2
LC2021R4_000476,20211201,1.1306434,2,0,1,1,1,8888,8888,2,,,3,13,,1,,6,8888,2,2,30,3,2,5,4,4,5,3,2,3,2,7,6,,1,1,,2,1,1,4,2,5,3,2
LC2021R4_000477,20211201,1.0249801,1,50,3,1,1,2,1,1,8885,2,2,8,,,,4,1,2,2,16,2,2,4,3,3,4,2,2,2,2,7,6,,2,2,,2,1,1,3,2,8888,8888,2
LC2021R4_000478,20211201,0.9632846,1,50,3,1,1,3,3,1,8885,2,2,16,,,1,8,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,1,1,,1,3,3,5,2,2,1,2
LC2021R4_000479,20211201,0.6239895,2,100,5,1,1,8886,8886,1,8885,2,2,2,,,,1,8888,2,2,29,3,2,7,6,5,6,3,3,3,2,5,5,,2,2,,1,4,3,1,2,8888,8888,1
LC2021R4_000480,20211201,0.8297065,2,0,1,1,1,4,3,1,3,1,1,,,,,3,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,2,1,1,2,1,3,1,2
LC2021R4_000481,20211201,0.6584251,1,8888,8888,1,1,8888,8888,2,,,3,14,,,,9,8888,1,2,64,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,5,2,8888,8888,2
LC2021R4_000482,20211201,0.4197223,2,100,5,1,1,1,1,1,8885,2,2,6,,,,3,1,1,2,44,4,2,7,6,5,6,3,3,1,1,6,6,,2,2,,2,1,1,2,2,5,3,2
LC2021R4_000483,20211201,1.1279582,1,0,1,1,1,4,3,1,8885,2,2,16,,,2,7,2,1,1,,,1,5,4,4,5,3,2,3,2,1,1,,1,1,,1,3,3,5,2,4,2,2
LC2021R4_000484,20211201,0.6410756,1,50,3,1,1,8886,8886,1,2,1,1,,,,,2,8888,2,1,,,1,7,6,5,6,3,3,1,1,5,5,,4,3,,1,3,3,1,2,3,1,-99
LC2021R4_000485,20211201,1.1198041,2,1,2,1,1,1,1,1,6,1,1,,,,,6,1,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,1,1,,1,3,3,4,1,2,1,2
LC2021R4_000486,20211201,0.6948297,2,60,4,1,1,3,3,1,9,1,1,,,,,9,2,2,2,70,5,2,7,6,5,6,3,3,2,2,6,6,,8886,8886,,2,1,1,5,1,5,3,2
LC2021R4_000487,20211201,1.079711,2,0,1,1,1,4,3,1,8885,2,2,16,,,1,8,2,1,4,25,3,8881,3,2,2,3,2,2,4,3,1,1,,3,1,,1,3,3,5,2,3,1,2
LC2021R4_000488,20211201,1.1306434,1,50,3,1,1,4,3,2,,,3,13,,1,,6,1,2,1,,,1,5,4,4,5,3,2,4,3,6,6,,1,1,,1,3,3,4,2,4,2,1
LC2021R4_000489,20211201,0.8543979,1,20,2,1,1,1,1,1,1,1,1,,,,,1,1,2,1,,,1,6,5,5,6,3,3,3,2,2,2,,2,2,,2,3,3,1,2,3,1,2
LC2021R4_000490,20211201,0.9513958,2,80,4,1,1,1,1,1,8885,2,2,17,,,,9,1,2,2,40,4,2,6,5,5,6,3,3,1,1,5,5,,4,3,,2,1,1,5,2,5,3,2
LC2021R4_000491,20211201,0.5643772,1,90,4,1,1,1,1,1,8885,2,2,8,,,,4,1,2,2,25,3,2,7,6,5,6,3,3,1,1,5,5,,8886,8886,,2,1,1,3,2,5,3,2
LC2021R4_000492,20211201,2.0394105,2,50,3,1,1,2,1,1,-99,-99,-99,9,,,,5,8888,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,4,3,,1,3,3,3,2,4,2,2
LC2021R4_000493,20211201,1.0226482,2,0,1,1,2,3,3,2,,,3,14,,,,9,2,1,1,,,1,5,4,4,5,3,2,2,2,7,6,,8886,8886,,2,1,1,5,3,5,3,2
LC2021R4_000494,20211201,0.6948297,1,59,4,1,1,8886,8886,2,,,3,14,,,,9,8888,2,5,8888,8888,8881,7,6,5,6,3,3,3,2,5,5,,8886,8886,,2,1,1,5,2,8888,8888,-99
LC2021R4_000495,20211201,0.777769,1,45,2,1,1,1,1,1,8885,2,2,15,,,,8,8888,1,1,,,1,6,5,5,6,3,3,1,1,7,6,,8888,8888,,1,1,1,5,2,8888,8888,2
LC2021R4_000496,20211201,1.7510706,2,0,1,1,1,2,1,2,,,3,11,,,,10,2,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,1,3,3,4,1,4,2,1
LC2021R4_000497,20211201,0.5461917,1,60,4,1,1,1,1,2,,,3,15,,,,8,2,1,2,60,5,2,7,6,5,6,3,3,1,1,7,6,,4,3,,2,1,1,5,1,5,3,1
LC2021R4_000498,20211201,0.4429289,1,90,4,1,1,1,1,1,3,1,1,,,,,3,1,2,2,75,5,2,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,2,2,5,3,2
LC2021R4_000499,20211201,0.7727736,1,10,2,1,1,8886,8886,1,4,1,1,,,,,4,8888,2,1,,,1,6,5,5,6,3,3,3,2,3,3,,8886,8886,,1,3,3,3,1,5,3,2
LC2021R4_000500,20211201,1.0341383,2,45,2,1,1,1,1,1,7,1,1,,,,,7,1,1,1,,,1,6,5,5,6,3,3,4,3,7,6,,4,3,,1,2,2,5,2,4,2,2
LC2021R4_000501,20211201,0.9866877,2,0,1,1,1,4,3,1,8885,2,2,12,,,,6,2,1,1,,,1,4,3,3,4,2,2,3,2,3,3,,4,3,,2,1,1,4,2,5,3,2
LC2021R4_000502,20211201,1.6878088,1,5,2,1,1,4,3,1,8885,2,2,9,,,,5,2,1,1,,,1,5,4,4,5,3,2,5,3,5,5,,8886,8886,,1,3,3,3,2,4,2,1
LC2021R4_000503,20211201,1.5823122,2,0,1,1,-99,3,3,1,9,1,1,,,,,9,2,2,7,25,3,8881,2,1,1,2,1,1,5,3,2,2,,-99,-99,,1,3,3,5,1,3,1,1
LC2021R4_000504,20211201,1.079711,2,0,1,1,1,4,3,1,8885,2,2,16,,,1,8,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,1,3,3,5,2,2,1,2
LC2021R4_000505,20211201,1.2659208,1,0,1,1,1,4,3,1,-99,-99,-99,-99,,,,-99,2,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,1,3,3,-99,1,2,1,1
LC2021R4_000506,20211201,0.5643772,1,80,4,1,1,2,1,1,8885,2,2,7,,,,4,8888,2,2,70,5,2,7,6,5,6,3,3,1,1,6,6,,1,1,,1,2,2,3,2,3,1,2
LC2021R4_000507,20211201,1.3444851,2,1,2,1,1,4,3,1,8886,2,2,12,,,,6,2,2,2,20,3,2,2,1,1,2,1,1,5,3,2,2,,4,3,,2,3,3,4,1,4,2,2
LC2021R4_000508,20211201,0.6410756,1,80,4,1,1,2,1,2,,,3,1,,,,2,8888,2,1,,,1,7,6,5,6,3,3,1,1,5,5,,4,3,,2,1,1,1,2,5,3,1
LC2021R4_000509,20211201,1.0428332,2,10,2,1,1,1,1,1,1,1,1,,,,,1,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,4,3,,1,3,3,1,2,2,1,2
LC2021R4_000510,20211201,0.5348075,1,50,3,1,1,3,3,1,4,1,1,,,,,4,8888,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,8886,8886,,1,-99,-99,3,-99,-99,-99,-99
LC2021R4_000511,20211201,0.6940563,2,50,3,1,1,1,1,1,8885,2,2,13,,1,,6,8888,2,1,,,1,-99,-99,-99,-99,-99,-99,5,3,1,1,,4,3,,2,-99,-99,4,2,3,1,2
LC2021R4_000512,20211201,1.0226482,1,0,1,1,1,4,3,1,9,1,1,,,,,9,2,1,1,,,1,5,4,4,5,3,2,5,3,1,1,,1,1,,1,3,3,5,2,4,2,1
LC2021R4_000513,20211201,0.4429289,1,0,1,1,1,4,3,2,,,3,6,,,,3,2,2,2,8888,8888,2,7,6,5,6,3,3,1,1,-99,-99,,8886,8886,,1,2,2,2,2,8888,8888,2
LC2021R4_000514,20211201,0.761558,1,0,1,1,1,8886,8886,2,,,3,8,,,,4,2,1,1,,,1,6,5,5,6,3,3,3,2,7,6,,4,3,,2,3,3,3,1,5,3,2
LC2021R4_000515,20211201,1.1332437,2,30,2,1,1,3,3,2,,,3,2,,,,1,2,2,1,,,1,4,3,3,4,2,2,5,3,5,5,,-99,-99,,1,3,3,1,2,-99,-99,-99
LC2021R4_000516,20211201,0.6064806,2,60,4,1,1,1,1,1,8885,2,2,6,,,,3,1,2,1,,,1,6,5,5,6,3,3,1,1,6,6,,2,2,,2,1,1,2,1,3,1,2
LC2021R4_000517,20211201,1.916518,1,90,4,1,1,1,1,1,8885,2,2,5,2,,,5,2,1,1,,,1,4,3,3,4,2,2,3,2,2,2,,1,1,,2,1,1,2,2,4,2,2
LC2021R4_000518,20211201,1.3178873,2,0,1,1,1,4,3,1,8885,2,2,14,,,,9,2,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,2,3,3,5,1,4,2,1
LC2021R4_000519,20211201,0.4197223,1,50,3,1,1,4,3,1,3,1,1,,,,,3,2,1,2,60,5,2,7,6,5,6,3,3,2,2,5,5,,4,3,,2,1,1,2,2,3,1,2
LC2021R4_000520,20211201,1.519919,1,0,1,1,1,8886,8886,1,-99,-99,-99,-99,,,,-99,2,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,8886,8886,,1,3,3,-99,1,3,1,-99
LC2021R4_000521,20211201,1.2618983,2,30,2,1,1,1,1,1,9,1,1,,,,,9,1,2,2,45,4,2,4,3,3,4,2,2,4,3,7,6,,2,2,,2,1,1,5,1,4,2,1
LC2021R4_000522,20211201,0.7727736,2,60,4,1,1,2,1,1,4,1,1,,,,,4,8888,2,1,,,1,6,5,5,6,3,3,1,1,6,6,,4,3,,1,2,2,3,1,5,3,2
LC2021R4_000523,20211201,0.8483303,1,50,3,1,1,1,1,1,8,1,1,,,,,8,1,1,1,,,1,5,4,4,5,3,2,3,2,6,6,,4,3,,1,2,2,5,2,3,1,2
LC2021R4_000524,20211201,1.2502506,2,10,2,1,1,2,1,2,,,3,13,,8888,,-99,1,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,1,3,3,4,2,3,1,1
LC2021R4_000525,20211201,1.4676705,2,70,4,1,1,2,1,2,,,3,10,,,,7,1,2,2,25,3,2,5,4,4,5,3,2,2,2,5,5,,4,3,,2,1,1,4,2,5,3,2
LC2021R4_000526,20211201,1.1612237,2,0,1,1,1,4,3,2,,,3,17,,,,9,2,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,1,1,,1,2,2,5,2,2,1,2
LC2021R4_000527,20211201,0.9375877,1,0,1,1,1,4,3,1,8885,2,2,14,,,,9,2,1,1,,,1,6,5,5,6,3,3,5,3,6,6,,1,1,,1,3,3,5,2,4,2,2
LC2021R4_000528,20211201,0.4429289,1,50,3,1,1,1,1,1,3,1,1,,,,,3,-99,2,1,,,1,7,6,5,6,3,3,1,1,5,5,,8888,8888,,1,3,3,-99,-99,5,3,2
LC2021R4_000529,20211201,0.7966649,1,60,4,1,1,1,1,1,8885,2,2,13,,1,,6,1,1,1,,,1,6,5,5,6,3,3,3,2,6,6,,4,3,,2,1,1,4,3,3,1,2
